video_id,gt_VCL,pred_VCL,VCL_error,gt_VSL,pred_VSL,VSL_error,gt_VAP,pred_VAP,VAP_error
DG121196 (1),1.4191,1.3619180307254672,0.057181969274532785,0.783,1.3619180307254672,0.5789180307254672,0.7777,1.3619180307254672,0.5842180307254673
DG121196 (1),1.6097,1.2566685530668005,0.35303144693319943,0.5614,0.9497434521271195,0.3883434521271195,0.3676,0.9105164360529606,0.5429164360529606
DG121196 (1),0.9034,0.9033097424058486,9.025759415137724e-05,0.5256,0.888752502998518,0.3631525029985181,0.3332,0.7483309754120994,0.41513097541209937
DG121196 (1),2.0134,1.9840751828404208,0.02932481715957902,2.0134,1.9837409447432128,0.029659055256787026,2.0134,1.882986796243008,0.13041320375699184
DG121196 (1),1.135,0.9801306198172569,0.1548693801827431,1.135,0.9380206887377271,0.19697931126227286,1.135,0.9044629260761964,0.23053707392380363
DG121196 (1),0.9906,0.9639361569569033,0.02666384304309677,0.9906,0.8208545570907219,0.16974544290927818,0.9906,0.9137849028113224,0.07681509718867763
DG121196 (1),0.9877,0.9829967309837508,0.004703269016249179,0.8424,0.8724490594943176,0.030049059494317576,0.4257,0.7635099628673874,0.33780996286738735
DG121196 (1),1.9254,1.0630974828376112,0.8623025171623888,0.8563,1.011492628512088,0.15519262851208804,0.8862,0.956875862047017,0.07067586204701704
DG121196 (1),1.3353,1.334458955104416,0.0008410448955840089,1.3353,1.2942495014636728,0.04105049853632714,1.3353,1.284205843308873,0.051094156691126935
DG121196 (1),1.5853,1.5782214065754205,0.0070785934245793936,1.5853,1.5745284145770964,0.010771585422903573,1.5853,1.4842569977046565,0.10104300229534346
