video_id,track_id,num_frames,VCL,VSL,VAP
SC230304_SESSIONE 250925,34,2,3.2166,3.2166,3.2166
SC230304_SESSIONE 250925,36,2,1.7451,1.7451,1.7451
SC230304_SESSIONE 250925,42,2,2.216,2.216,2.216
SA241088_SESSIONE 110925,1,2,0.9608,0.9608,0.9608
SA241088_SESSIONE 110925,12,2,0.2467,0.2467,0.2467
SA241088_SESSIONE 110925,14,2,2.5654,2.5654,2.5654
SA241088_SESSIONE 110925,19,2,1.215,1.215,1.215
SA241088_SESSIONE 110925,20,2,1.175,1.175,1.175
SA241088_SESSIONE 110925,29,2,1.1557,1.1557,1.1557
SA241088_SESSIONE 110925,30,2,1.0875,1.0875,1.0875
SA241088_SESSIONE 110925,32,2,1.3796,1.3796,1.3796
SA241088_SESSIONE 110925,34,3,1.9246,1.0587,0.5384
SA241088_SESSIONE 110925,36,2,1.7806,1.7806,1.7806
SA241088_SESSIONE 110925,39,2,0.2303,0.2303,0.2303
SA241088_SESSIONE 110925,42,2,1.2104,1.2104,1.2104
RV280892_SESSIONE 180925,0,2,1.0983,1.0983,1.0983
RV280892_SESSIONE 180925,2,2,2.0485,2.0485,2.0485
RV280892_SESSIONE 180925,7,2,1.646,1.646,1.646
RV280892_SESSIONE 180925,13,3,2.0713,1.9409,0.9777
RV280892_SESSIONE 180925,14,2,0.8341,0.8341,0.8341
RV280892_SESSIONE 180925,18,2,1.8209,1.8209,1.8209
PR230784_Sessione 090925,2,2,2.5966,2.5966,2.5966
PG041190_SESSIONE 240925,19,2,1.9565,1.9565,1.9565
PC270988_Sessione 01 09 25,6,4,1.3591,0.4501,0.3855
PC270988_Sessione 01 09 25,8,2,3.1545,3.1545,3.1545
PC270988_Sessione 01 09 25,11,2,0.1344,0.1344,0.1344
PC270988_Sessione 01 09 25,14,2,2.0974,2.0974,2.0974
PC270988_Sessione 01 09 25,24,3,2.5931,1.6589,0.8377
PC270988_Sessione 01 09 25,25,2,1.6672,1.6672,1.6672
PC270988_Sessione 01 09 25,28,2,3.041,3.041,3.041
PC270988_Sessione 01 09 25,30,3,2.3181,2.2492,1.128
PC270988_Sessione 01 09 25,31,3,2.2266,2.0954,1.0552
PC270988_Sessione 01 09 25,34,2,2.4617,2.4617,2.4617
PC270988_Sessione 01 09 25,35,2,1.9172,1.9172,1.9172
PC270988_Sessione 01 09 25,38,3,1.8019,1.7526,0.8787
PC270988_Sessione 01 09 25,44,2,2.5983,2.5983,2.5983
PC270988_Sessione 01 09 25,45,2,1.2483,1.2483,1.2483
PC270988_Sessione 01 09 25,48,2,2.2255,2.2255,2.2255
OA 160987_SESSIONE 110925,2,2,1.0797,1.0797,1.0797
OA 160987_SESSIONE 110925,8,3,1.3157,0.8252,0.4272
OA 160987_SESSIONE 110925,13,2,2.7896,2.7896,2.7896
OA 160987_SESSIONE 110925,20,2,1.312,1.312,1.312
OA 160987_SESSIONE 110925,21,4,1.3846,0.5029,0.4241
OA 160987_SESSIONE 110925,22,2,1.4748,1.4748,1.4748
OA 160987_SESSIONE 110925,29,2,1.0278,1.0278,1.0278
OA 160987_SESSIONE 110925,30,2,2.8816,2.8816,2.8816
OA 160987_SESSIONE 110925,32,2,1.7766,1.7766,1.7766
OA 160987_SESSIONE 110925,35,2,4.3603,4.3603,4.3603
MF161290_Sessione 090925,2,3,2.1678,1.2108,0.6244
MF161290_Sessione 090925,3,2,0.0724,0.0724,0.0724
MF161290_Sessione 090925,14,2,1.6698,1.6698,1.6698
MF161290_Sessione 090925,16,2,0.2219,0.2219,0.2219
MF161290_Sessione 090925,17,2,1.4272,1.4272,1.4272
MF161290_Sessione 090925,18,3,1.3715,1.0274,0.5207
MF161290_Sessione 090925,19,4,2.1973,1.0247,0.9908
MF161290_Sessione 090925,20,2,1.646,1.646,1.646
MF161290_Sessione 090925,22,2,1.2781,1.2781,1.2781
MF161290_Sessione 090925,26,2,1.2614,1.2614,1.2614
MF161290_Sessione 090925,27,2,0.8596,0.8596,0.8596
MF161290_Sessione 090925,29,3,1.8937,1.8796,0.9403
MF161290_Sessione 090925,37,3,2.1545,2.0937,1.05
MF161290_Sessione 090925,38,2,0.945,0.945,0.945
MF161290_Sessione 090925,41,3,1.3791,1.3782,0.6892
MF161290_Sessione 090925,45,2,1.7516,1.7516,1.7516
MF161290_Sessione 090925,50,2,1.7822,1.7822,1.7822
LA150591_Sessione 30 08 2025,2,3,2.36,2.3378,1.1701
LA150591_Sessione 30 08 2025,6,2,1.7367,1.7367,1.7367
LA150591_Sessione 30 08 2025,7,2,1.3471,1.3471,1.3471
LA150591_Sessione 30 08 2025,8,2,0.8023,0.8023,0.8023
LA150591_Sessione 30 08 2025,9,4,2.4033,0.4986,0.491
LA150591_Sessione 30 08 2025,10,2,2.6655,2.6655,2.6655
LA150591_Sessione 30 08 2025,13,4,2.1021,0.5336,0.6416
LA150591_Sessione 30 08 2025,14,2,0.6432,0.6432,0.6432
LA150591_Sessione 30 08 2025,19,5,1.4433,0.3561,0.6638
LA150591_Sessione 30 08 2025,22,5,2.1061,2.0537,1.5836
LA150591_Sessione 30 08 2025,27,4,1.6167,1.3647,1.2085
LA150591_Sessione 30 08 2025,29,2,1.0176,1.0176,1.0176
LA150591_Sessione 30 08 2025,32,3,1.309,1.2735,0.6386
LA150591_Sessione 30 08 2025,35,3,1.4023,1.0957,0.5651
LA150591_Sessione 30 08 2025,37,2,2.0839,2.0839,2.0839
LA150591_Sessione 30 08 2025,38,4,1.4922,0.9125,0.6898
LA150591_Sessione 30 08 2025,41,4,1.8505,1.3559,1.0201
LA150591_Sessione 30 08 2025,43,2,0.2305,0.2305,0.2305
LA150591_Sessione 30 08 2025,47,3,0.9472,0.8061,0.4102
LA150591_Sessione 30 08 2025,50,3,1.5635,1.4536,0.7331
LA150591_Sessione 30 08 2025,52,3,2.9121,2.8765,1.4402
LA150591_Sessione 30 08 2025,53,3,0.6404,0.4915,0.255
LA150591_Sessione 30 08 2025,55,3,2.2826,0.3226,0.3805
LA150591_Sessione 30 08 2025,57,2,0.2852,0.2852,0.2852
LA150591_Sessione 30 08 2025,62,3,1.7092,1.6764,0.84
LA150591_Sessione 30 08 2025,65,2,2.457,2.457,2.457
LA150591_Sessione 30 08 2025,67,2,6.0067,6.0067,6.0067
LA150591_Sessione 30 08 2025,68,2,1.4968,1.4968,1.4968
LA150591_Sessione 30 08 2025,70,3,1.0317,0.9801,0.4928
LA150591_Sessione 30 08 2025,76,2,2.0533,2.0533,2.0533
LA150591_Sessione 30 08 2025,81,2,2.8701,2.8701,2.8701
LA150591_Sessione 30 08 2025,83,2,3.0965,3.0965,3.0965
LA150591_Sessione 30 08 2025,85,2,0.3103,0.3103,0.3103
LA150591_Sessione 30 08 2025,87,2,3.9385,3.9385,3.9385
LA150591_Sessione 30 08 2025,97,2,1.0202,1.0202,1.0202
KN241290 (1)_SESSIONE091225,0,30,0.2673,0.0224,0.1132
KN241290 (1)_SESSIONE091225,1,19,0.2274,0.1022,0.095
KN241290 (1)_SESSIONE091225,2,16,1.4225,1.3475,1.2861
KN241290 (1)_SESSIONE091225,3,11,0.5914,0.025,0.1894
KN241290 (1)_SESSIONE091225,4,30,0.3404,0.0,0.1346
KN241290 (1)_SESSIONE091225,5,30,0.3186,0.0367,0.0932
KN241290 (1)_SESSIONE091225,6,30,0.3867,0.012,0.1574
KN241290 (1)_SESSIONE091225,8,15,1.3225,0.7955,1.071
KN241290 (1)_SESSIONE091225,9,14,1.8366,1.7516,1.6456
KN241290 (1)_SESSIONE091225,10,5,0.2976,0.0791,0.0971
KN241290 (1)_SESSIONE091225,11,4,1.3535,1.3144,0.7611
KN241290 (1)_SESSIONE091225,12,30,0.374,0.0156,0.1363
KN241290 (1)_SESSIONE091225,13,2,1.6921,1.6921,1.6921
KN241290 (1)_SESSIONE091225,14,4,0.1125,0.076,0.0347
KN241290 (1)_SESSIONE091225,15,7,2.4936,2.4831,1.9968
KN241290 (1)_SESSIONE091225,16,10,0.1713,0.0224,0.0441
KN241290 (1)_SESSIONE091225,17,30,0.1768,0.0037,0.0544
KN241290 (1)_SESSIONE091225,19,7,2.2976,1.2413,1.6384
KN241290 (1)_SESSIONE091225,20,5,1.277,0.5625,0.5865
KN241290 (1)_SESSIONE091225,21,29,0.1718,0.0403,0.079
KN241290 (1)_SESSIONE091225,22,8,0.4029,0.0528,0.131
KN241290 (1)_SESSIONE091225,23,2,2.7871,2.7871,2.7871
KN241290 (1)_SESSIONE091225,25,2,1.3082,1.3082,1.3082
KN241290 (1)_SESSIONE091225,27,11,1.16,1.1051,0.9921
KN241290 (1)_SESSIONE091225,30,26,1.173,0.923,1.0566
KN241290 (1)_SESSIONE091225,31,2,2.4821,2.4821,2.4821
KN241290 (1)_SESSIONE091225,33,24,0.3234,0.0165,0.141
KN241290 (1)_SESSIONE091225,38,23,0.1791,0.0424,0.0828
KN241290 (1)_SESSIONE091225,39,22,0.3889,0.0891,0.1922
KN241290 (1)_SESSIONE091225,40,12,1.2998,0.4727,1.0241
KN241290 (1)_SESSIONE091225,43,2,0.3182,0.3182,0.3182
KN241290 (1)_SESSIONE091225,44,19,0.1712,0.0152,0.0644
KN241290 (1)_SESSIONE091225,46,16,1.7388,1.7052,1.6345
KN241290 (1)_SESSIONE091225,50,3,1.686,1.6571,0.8301
KN241290 (1)_SESSIONE091225,51,5,0.1196,0.0485,0.0338
KN241290 (1)_SESSIONE091225,52,11,0.7183,0.0691,0.27
KN241290 (1)_SESSIONE091225,53,10,1.75,1.491,1.5009
KN241290 (1)_SESSIONE091225,54,2,0.0791,0.0791,0.0791
KN241290 (1)_SESSIONE091225,55,5,1.3334,1.2871,0.9715
KN241290 (1)_SESSIONE091225,57,7,0.2535,0.0192,0.0832
KN241290 (1)_SESSIONE091225,59,7,0.1591,0.0559,0.0612
KN241290 (1)_SESSIONE091225,60,4,2.1887,2.0586,1.4737
KN241290 (1)_SESSIONE091225,61,6,1.2543,0.9371,0.7482
KN241290 (1)_SESSIONE091225,62,5,0.7583,0.7368,0.514
KN241290 (1)_SESSIONE091225,63,5,0.487,0.0265,0.2056
KN241290 (1)_SESSIONE091225,64,4,2.0857,2.0714,1.4815
KN241290 (1)_SESSIONE091225,66,2,0.15,0.15,0.15
KN241290 (2)_SESSIONE091225,0,3,2.2268,2.2266,1.1133
KN241290 (2)_SESSIONE091225,1,16,0.5771,0.5216,0.5086
KN241290 (2)_SESSIONE091225,3,3,1.1293,1.1234,0.562
KN241290 (2)_SESSIONE091225,4,30,0.4635,0.0266,0.1617
KN241290 (2)_SESSIONE091225,5,6,0.4586,0.3107,0.2996
KN241290 (2)_SESSIONE091225,6,4,0.8398,0.7994,0.5258
KN241290 (2)_SESSIONE091225,7,11,0.7582,0.6458,0.5477
KN241290 (2)_SESSIONE091225,8,13,0.7193,0.563,0.5569
KN241290 (2)_SESSIONE091225,9,5,1.5027,1.4652,1.1564
KN241290 (2)_SESSIONE091225,10,30,0.8541,0.4689,0.5331
KN241290 (2)_SESSIONE091225,11,3,1.5886,1.5432,0.7741
KN241290 (2)_SESSIONE091225,12,6,0.8454,0.8387,0.67
KN241290 (2)_SESSIONE091225,13,30,0.4784,0.267,0.294
KN241290 (2)_SESSIONE091225,14,22,0.8227,0.3509,0.6075
KN241290 (2)_SESSIONE091225,17,18,0.1855,0.0149,0.071
KN241290 (2)_SESSIONE091225,18,26,0.674,0.6229,0.6143
KN241290 (2)_SESSIONE091225,20,3,0.8533,0.6634,0.3323
KN241290 (2)_SESSIONE091225,21,2,0.3023,0.3023,0.3023
KN241290 (2)_SESSIONE091225,22,2,0.0625,0.0625,0.0625
KN241290 (2)_SESSIONE091225,23,13,0.9014,0.7355,0.6813
KN241290 (2)_SESSIONE091225,24,4,0.4258,0.2681,0.2367
KN241290 (2)_SESSIONE091225,26,2,1.0213,1.0213,1.0213
KN241290 (2)_SESSIONE091225,27,7,0.7053,0.6397,0.5624
KN241290 (2)_SESSIONE091225,32,4,0.9222,0.8602,0.5456
KN241290 (2)_SESSIONE091225,33,7,0.1484,0.0377,0.0464
KN241290 (2)_SESSIONE091225,35,2,0.7115,0.7115,0.7115
KN241290 (2)_SESSIONE091225,36,3,1.8344,1.826,0.9133
KN241290 (2)_SESSIONE091225,38,25,0.6602,0.4189,0.4777
KN241290 (2)_SESSIONE091225,39,23,0.4605,0.1098,0.197
KN241290 (2)_SESSIONE091225,41,4,2.4754,2.4562,1.5895
KN241290 (2)_SESSIONE091225,43,3,1.9408,1.9331,0.967
KN241290 (2)_SESSIONE091225,44,9,2.1967,1.3474,1.698
KN241290 (2)_SESSIONE091225,45,6,0.4136,0.3818,0.2867
KN241290 (2)_SESSIONE091225,46,23,0.8416,0.7356,0.7667
KN241290 (2)_SESSIONE091225,47,2,1.7219,1.7219,1.7219
KN241290 (2)_SESSIONE091225,48,23,0.8107,0.6798,0.7284
KN241290 (2)_SESSIONE091225,49,19,1.5361,1.3968,1.3809
KN241290 (2)_SESSIONE091225,50,13,0.4458,0.3052,0.2885
KN241290 (2)_SESSIONE091225,51,2,0.2809,0.2809,0.2809
KN241290 (2)_SESSIONE091225,52,12,0.7286,0.6113,0.5976
KN241290 (2)_SESSIONE091225,54,4,2.6615,2.6501,1.9269
KN241290 (2)_SESSIONE091225,55,12,0.7738,0.7043,0.6483
KN241290 (2)_SESSIONE091225,56,4,0.8693,0.7421,0.4821
KN241290 (2)_SESSIONE091225,57,3,1.6971,1.6971,0.8485
KN241290 (2)_SESSIONE091225,59,4,1.8445,0.7732,0.6792
KN241290 (2)_SESSIONE091225,62,6,0.1949,0.0246,0.0542
KN241290 (2)_SESSIONE091225,63,3,0.6629,0.66,0.3302
KN241290 (2)_SESSIONE091225,64,2,1.8765,1.8765,1.8765
KN241290 (2)_SESSIONE091225,65,2,2.5552,2.5552,2.5552
KN241290 (2)_SESSIONE091225,66,8,0.1048,0.0089,0.0391
KN241290 (2)_SESSIONE091225,67,13,0.7779,0.439,0.5597
KN241290 (2)_SESSIONE091225,68,4,2.3714,2.3701,1.4954
KN241290 (2)_SESSIONE091225,69,16,0.8052,0.7241,0.6964
KN241290 (2)_SESSIONE091225,70,2,1.6279,1.6279,1.6279
KN241290 (2)_SESSIONE091225,71,15,1.4593,0.8005,1.2407
KN241290 (2)_SESSIONE091225,72,6,0.6862,0.6719,0.5568
KN241290 (2)_SESSIONE091225,73,6,0.5807,0.5493,0.4038
KN241290 (2)_SESSIONE091225,74,2,1.6088,1.6088,1.6088
KN241290 (2)_SESSIONE091225,76,4,2.0365,2.0135,1.3563
KN241290 (2)_SESSIONE091225,80,2,1.6949,1.6949,1.6949
KN241290 (2)_SESSIONE091225,82,2,1.4887,1.4887,1.4887
KN241290 (2)_SESSIONE091225,83,4,1.4151,1.2691,0.8485
KN241290 (2)_SESSIONE091225,85,5,0.8379,0.4796,0.4224
KN241290 (2)_SESSIONE091225,86,10,0.1855,0.0567,0.0728
KN241290 (2)_SESSIONE091225,87,4,0.562,0.5516,0.3794
KN241290 (2)_SESSIONE091225,90,3,2.434,2.4198,1.2107
KN241290 (2)_SESSIONE091225,91,8,0.6196,0.4644,0.4552
KN241290 (2)_SESSIONE091225,95,4,0.1661,0.091,0.0431
KN241290 (2)_SESSIONE091225,96,5,1.6877,0.8508,0.669
KN241290 (2)_SESSIONE091225,98,6,1.1254,0.5973,0.6387
KN241290 (2)_SESSIONE091225,100,3,2.266,2.1,1.0593
KN241290 (2)_SESSIONE091225,102,5,0.5836,0.5564,0.4552
KN241290 (2)_SESSIONE091225,105,3,1.0955,0.5968,0.3353
KN241290 (2)_SESSIONE091225,106,2,1.068,1.068,1.068
KN241290 (2)_SESSIONE091225,109,4,1.0675,1.0473,0.6601
KN241290 (2)_SESSIONE091225,112,4,0.8652,0.856,0.5701
KN241290 (2)_SESSIONE091225,113,3,1.732,1.6724,0.8396
KN241290 (2)_SESSIONE091225,114,2,1.6433,1.6433,1.6433
KN241290 (2)_SESSIONE091225,119,2,1.2294,1.2294,1.2294
KN241290 (2)_SESSIONE091225,121,2,2.0776,2.0776,2.0776
KN241290 (3)_SESSIONE091225,1,3,2.2083,2.1019,1.0569
KN241290 (3)_SESSIONE091225,2,2,0.2809,0.2809,0.2809
KN241290 (3)_SESSIONE091225,3,4,0.436,0.2016,0.1429
KN241290 (3)_SESSIONE091225,4,3,1.6018,1.5765,0.7895
KN241290 (3)_SESSIONE091225,5,4,0.3284,0.2546,0.1652
KN241290 (3)_SESSIONE091225,6,4,2.1007,2.0783,1.2891
KN241290 (3)_SESSIONE091225,7,2,0.5263,0.5263,0.5263
KN241290 (3)_SESSIONE091225,8,2,0.3328,0.3328,0.3328
KN241290 (3)_SESSIONE091225,9,4,2.3198,2.2417,1.3412
KN241290 (3)_SESSIONE091225,11,3,2.0004,1.3146,0.678
KN241290 (3)_SESSIONE091225,12,4,0.1856,0.0631,0.0457
KN241290 (3)_SESSIONE091225,13,19,0.4689,0.1042,0.2652
KN241290 (3)_SESSIONE091225,15,3,0.4643,0.2177,0.1134
KN241290 (3)_SESSIONE091225,16,7,0.7247,0.3831,0.4134
KN241290 (3)_SESSIONE091225,17,9,0.2961,0.1365,0.1561
KN241290 (3)_SESSIONE091225,19,2,1.125,1.125,1.125
KN241290 (3)_SESSIONE091225,22,13,0.593,0.1168,0.2483
KN241290 (3)_SESSIONE091225,23,2,0.4245,0.4245,0.4245
KN241290 (3)_SESSIONE091225,25,6,1.3265,1.1636,0.9582
KN241290 (3)_SESSIONE091225,26,7,1.8844,1.5712,1.2815
KN241290 (3)_SESSIONE091225,28,2,1.1226,1.1226,1.1226
KN241290 (3)_SESSIONE091225,30,2,0.4765,0.4765,0.4765
KN241290 (3)_SESSIONE091225,34,26,0.6303,0.1296,0.3692
KN241290 (3)_SESSIONE091225,35,15,0.388,0.2033,0.2348
KN241290 (3)_SESSIONE091225,36,11,1.7724,0.4251,1.4038
KN241290 (3)_SESSIONE091225,37,15,1.763,0.9753,1.4992
KN241290 (3)_SESSIONE091225,38,14,0.624,0.0432,0.2227
KN241290 (3)_SESSIONE091225,41,16,0.4772,0.0828,0.1991
KN241290 (3)_SESSIONE091225,42,3,0.0901,0.05,0.0279
KN241290 (3)_SESSIONE091225,45,6,0.3139,0.1599,0.1787
KN241290 (3)_SESSIONE091225,46,12,0.8866,0.7296,0.7519
KN241290 (3)_SESSIONE091225,49,6,2.1854,2.1786,1.7648
KN241290 (3)_SESSIONE091225,50,3,0.1968,0.1953,0.0977
KN241290 (3)_SESSIONE091225,53,3,0.5724,0.5613,0.2813
KN241290 (3)_SESSIONE091225,55,2,0.9031,0.9031,0.9031
KN241290 (3)_SESSIONE091225,56,11,1.0233,0.7455,0.674
KN241290 (3)_SESSIONE091225,57,2,3.362,3.362,3.362
KN241290 (3)_SESSIONE091225,59,7,1.4844,1.4406,1.2851
KN241290 (3)_SESSIONE091225,61,11,0.2355,0.1557,0.1566
KN241290 (3)_SESSIONE091225,62,2,0.1529,0.1529,0.1529
KN241290 (3)_SESSIONE091225,63,4,1.9552,1.8608,1.262
KN241290 (3)_SESSIONE091225,64,3,0.2611,0.2601,0.1301
KN241290 (3)_SESSIONE091225,65,3,1.8896,1.8737,0.9377
KN241290 (3)_SESSIONE091225,68,9,0.2637,0.0697,0.1114
KN241290 (3)_SESSIONE091225,70,3,1.9085,1.9043,0.9523
KN241290 (3)_SESSIONE091225,71,3,0.3576,0.1352,0.0848
KN241290 (3)_SESSIONE091225,72,7,0.5698,0.3294,0.2249
KN241290 (3)_SESSIONE091225,75,7,1.7262,1.4386,1.4312
KN241290 (3)_SESSIONE091225,76,8,1.2452,1.0478,1.0558
KN241290 (3)_SESSIONE091225,77,2,2.255,2.255,2.255
KN241290 (3)_SESSIONE091225,78,7,1.192,0.7943,0.6195
KN241290 (3)_SESSIONE091225,81,2,0.6681,0.6681,0.6681
KN241290 (3)_SESSIONE091225,84,3,0.36,0.3553,0.1779
KN241290 (3)_SESSIONE091225,85,2,2.8906,2.8906,2.8906
KN241290 (3)_SESSIONE091225,86,2,1.9152,1.9152,1.9152
KN241290 (3)_SESSIONE091225,87,2,0.8078,0.8078,0.8078
KN241290 (3)_SESSIONE091225,90,6,1.4844,0.4606,0.7876
KN241290 (3)_SESSIONE091225,91,2,0.2775,0.2775,0.2775
KN241290 (3)_SESSIONE091225,92,3,1.4001,1.0082,0.5277
KN241290 (3)_SESSIONE091225,100,4,1.9415,0.2253,0.3364
KN241290 (3)_SESSIONE091225,105,6,0.7985,0.2282,0.3606
KN241290 (3)_SESSIONE091225,108,2,1.3463,1.3463,1.3463
KN241290 (3)_SESSIONE091225,109,9,1.7151,1.1127,1.2397
KN241290 (3)_SESSIONE091225,112,5,1.4963,1.3283,1.0122
KN241290 (3)_SESSIONE091225,114,2,2.2813,2.2813,2.2813
KN241290 (3)_SESSIONE091225,115,10,0.6111,0.1279,0.3059
KN241290 (3)_SESSIONE091225,117,9,1.2199,0.98,0.996
KN241290 (3)_SESSIONE091225,119,7,0.2695,0.0377,0.0765
KN241290 (3)_SESSIONE091225,120,2,0.9277,0.9277,0.9277
KN241290 (3)_SESSIONE091225,123,2,0.5045,0.5045,0.5045
KN241290 (3)_SESSIONE091225,125,9,0.7661,0.651,0.5347
KN241290 (3)_SESSIONE091225,126,8,1.8504,0.8704,1.2156
KN241290 (3)_SESSIONE091225,127,5,1.4972,0.9464,0.7533
KN241290 (3)_SESSIONE091225,128,6,1.2356,0.8162,0.7961
KN241290 (3)_SESSIONE091225,129,8,0.8,0.2379,0.5384
KN241290 (3)_SESSIONE091225,130,2,2.3104,2.3104,2.3104
KN241290 (3)_SESSIONE091225,131,4,1.7384,0.1261,0.3282
KN241290 (3)_SESSIONE091225,132,8,1.8537,1.5721,1.4033
KN241290 (3)_SESSIONE091225,133,8,1.5548,1.1597,1.2118
KN241290 (3)_SESSIONE091225,134,8,0.6696,0.345,0.4477
KN241290 (3)_SESSIONE091225,135,8,0.6065,0.5774,0.4606
KN241290 (3)_SESSIONE091225,136,8,1.3136,0.1932,0.6172
KN241290 (3)_SESSIONE091225,137,3,1.7763,1.4475,0.7436
KN241290 (3)_SESSIONE091225,140,3,0.6588,0.5647,0.2879
KN241290 (3)_SESSIONE091225,141,2,0.6915,0.6915,0.6915
KN241290 (3)_SESSIONE091225,142,2,0.4977,0.4977,0.4977
KN241290 (3)_SESSIONE091225,144,6,2.2958,2.0882,1.7234
KN241290 (3)_SESSIONE091225,145,3,2.6196,2.6121,1.3065
KN241290 (3)_SESSIONE091225,146,6,0.5151,0.4184,0.3751
KN241290 (3)_SESSIONE091225,147,6,0.4265,0.4211,0.3172
KN241290 (3)_SESSIONE091225,149,5,1.407,0.9362,0.8902
KN241290 (3)_SESSIONE091225,151,3,1.0164,1.0097,0.5052
KN241290 (3)_SESSIONE091225,152,4,1.7099,1.7039,1.0302
KN241290 (3)_SESSIONE091225,154,3,0.9944,0.9923,0.4963
KN241290 (3)_SESSIONE091225,156,2,0.8945,0.8945,0.8945
KN241290 (3)_SESSIONE091225,158,2,1.4774,1.4774,1.4774
KN241290 (4)_SESSIONE091225,0,26,0.379,0.0156,0.1304
KN241290 (4)_SESSIONE091225,1,2,2.8182,2.8182,2.8182
KN241290 (4)_SESSIONE091225,3,26,0.4418,0.0765,0.197
KN241290 (4)_SESSIONE091225,4,26,0.4063,0.0595,0.1481
KN241290 (4)_SESSIONE091225,5,26,0.4158,0.1401,0.2104
KN241290 (4)_SESSIONE091225,6,26,0.3947,0.0927,0.1807
KN241290 (4)_SESSIONE091225,8,2,1.5421,1.5421,1.5421
KN241290 (4)_SESSIONE091225,10,12,0.6905,0.1772,0.3996
KN241290 (4)_SESSIONE091225,11,2,1.827,1.827,1.827
KN241290 (4)_SESSIONE091225,13,11,0.4754,0.047,0.2372
KN241290 (4)_SESSIONE091225,14,2,1.9346,1.9346,1.9346
KN241290 (4)_SESSIONE091225,15,2,1.5403,1.5403,1.5403
KN241290 (4)_SESSIONE091225,19,5,0.3452,0.224,0.136
KN241290 (4)_SESSIONE091225,21,5,0.2017,0.1282,0.1447
KN241290 (4)_SESSIONE091225,22,26,0.2061,0.0062,0.0727
KN241290 (4)_SESSIONE091225,24,10,1.3242,1.2719,1.1563
KN241290 (4)_SESSIONE091225,25,3,0.2557,0.2498,0.1252
KN241290 (4)_SESSIONE091225,26,14,0.4756,0.1965,0.178
KN241290 (4)_SESSIONE091225,27,6,2.2348,2.1075,1.7644
KN241290 (4)_SESSIONE091225,28,18,0.3967,0.1404,0.1892
KN241290 (4)_SESSIONE091225,29,5,1.0022,0.2236,0.443
KN241290 (4)_SESSIONE091225,30,7,2.2127,1.5647,1.5333
KN241290 (4)_SESSIONE091225,31,20,1.2507,1.1405,1.1519
KN241290 (4)_SESSIONE091225,32,5,0.6697,0.3291,0.2458
KN241290 (4)_SESSIONE091225,33,19,0.9361,0.5629,0.573
KN241290 (4)_SESSIONE091225,35,2,0.0839,0.0839,0.0839
KN241290 (4)_SESSIONE091225,36,3,0.1315,0.1231,0.062
KN241290 (4)_SESSIONE091225,37,3,0.4776,0.2155,0.1085
KN241290 (4)_SESSIONE091225,38,10,1.9285,1.8622,1.6887
KN241290 (4)_SESSIONE091225,39,10,1.6644,1.5694,1.4638
KN241290 (4)_SESSIONE091225,40,4,1.0624,0.9446,0.62
KN241290 (4)_SESSIONE091225,41,7,1.0892,0.7292,0.5185
KN241290 (4)_SESSIONE091225,42,2,0.3953,0.3953,0.3953
KN241290 (4)_SESSIONE091225,44,11,0.1504,0.0084,0.0428
KN241290 (4)_SESSIONE091225,45,20,0.3178,0.0126,0.1017
KN241290 (4)_SESSIONE091225,47,2,0.9753,0.9753,0.9753
KN241290 (4)_SESSIONE091225,50,7,0.8761,0.7213,0.5817
KN241290 (4)_SESSIONE091225,52,4,1.1186,1.0347,0.6878
KN241290 (4)_SESSIONE091225,53,2,2.5662,2.5662,2.5662
KN241290 (4)_SESSIONE091225,54,4,1.1932,0.8736,0.6332
KN241290 (4)_SESSIONE091225,57,4,1.2891,0.7976,0.5358
KN241290 (4)_SESSIONE091225,58,3,0.146,0.1305,0.066
KN241290 (4)_SESSIONE091225,63,4,1.2314,1.0809,0.6682
KN241290 (4)_SESSIONE091225,64,6,1.3583,1.1188,0.9593
KN241290 (4)_SESSIONE091225,65,4,0.3801,0.0631,0.1382
KN241290 (4)_SESSIONE091225,67,14,0.6538,0.0826,0.2558
KN241290 (4)_SESSIONE091225,69,2,0.7846,0.7846,0.7846
KN241290 (4)_SESSIONE091225,70,11,0.9521,0.7937,0.7474
KN241290 (4)_SESSIONE091225,71,13,0.5164,0.0308,0.1595
KN241290 (4)_SESSIONE091225,72,13,1.1396,0.9904,0.9908
KN241290 (4)_SESSIONE091225,73,2,1.6254,1.6254,1.6254
KN241290 (4)_SESSIONE091225,75,8,1.7382,1.6981,1.4512
KN241290 (4)_SESSIONE091225,76,2,0.8112,0.8112,0.8112
KN241290 (4)_SESSIONE091225,78,3,1.2223,1.2072,0.6042
KN241290 (4)_SESSIONE091225,80,2,1.5505,1.5505,1.5505
KN241290 (4)_SESSIONE091225,81,5,1.4879,0.7131,0.6062
KN241290 (4)_SESSIONE091225,82,7,1.9502,0.7417,0.8813
KN241290 (4)_SESSIONE091225,83,2,0.4178,0.4178,0.4178
KN241290 (4)_SESSIONE091225,85,2,2.465,2.465,2.465
KN241290 (4)_SESSIONE091225,86,3,2.1241,2.1241,1.062
KN241290 (4)_SESSIONE091225,88,8,1.4405,0.2003,0.4259
KN241290 (4)_SESSIONE091225,89,8,0.3196,0.0152,0.1375
KN241290 (4)_SESSIONE091225,93,3,1.649,1.5413,0.7762
KN241290 (4)_SESSIONE091225,94,5,1.3687,1.2642,1.0198
