video_id,track_id,num_frames,VCL,VSL,VAP
KN241290 (4)_SESSIONE091225,95,3,0.6421,0.6338,0.3173
KN241290 (4)_SESSIONE091225,96,2,1.0257,1.0257,1.0257
KN241290 (4)_SESSIONE091225,98,2,0.842,0.842,0.842
KN241290 (4)_SESSIONE091225,99,2,1.3695,1.3695,1.3695
KN241290 (4)_SESSIONE091225,103,3,2.168,1.8635,0.9488
KN241290 (4)_SESSIONE091225,104,4,1.4294,1.3975,0.8587
KN241290 (4)_SESSIONE091225,105,3,1.3918,0.2096,0.2511
KN241290 (4)_SESSIONE091225,106,3,0.3997,0.1371,0.0925
KN241290 (4)_SESSIONE091225,107,3,0.1675,0.1404,0.0718
KN241290 (4)_SESSIONE091225,108,3,1.1624,1.0931,0.5504
KN241290 (4)_SESSIONE091225,109,3,1.1139,1.0433,0.5254
KN241290 (4)_SESSIONE091225,110,2,0.301,0.301,0.301
KN241290 (4)_SESSIONE091225,111,2,1.2714,1.2714,1.2714
KN241290 (4)_SESSIONE091225,112,2,0.8551,0.8551,0.8551
KN241290 (4)_SESSIONE091225,113,2,2.8737,2.8737,2.8737
KN241290 (5)_SESSIONE091225,0,7,0.4665,0.0625,0.1504
KN241290 (5)_SESSIONE091225,3,16,0.494,0.137,0.264
KN241290 (5)_SESSIONE091225,4,16,0.3763,0.0515,0.1496
KN241290 (5)_SESSIONE091225,6,16,0.6406,0.1792,0.3071
KN241290 (5)_SESSIONE091225,7,7,0.8449,0.2755,0.3875
KN241290 (5)_SESSIONE091225,8,16,0.5778,0.2712,0.38
KN241290 (5)_SESSIONE091225,10,16,0.9424,0.4345,0.6051
KN241290 (5)_SESSIONE091225,11,4,0.9967,0.5039,0.3387
KN241290 (5)_SESSIONE091225,12,5,0.4353,0.2364,0.1827
KN241290 (5)_SESSIONE091225,15,5,0.8118,0.1349,0.1926
KN241290 (5)_SESSIONE091225,16,2,1.8936,1.8936,1.8936
KN241290 (5)_SESSIONE091225,17,7,1.1792,0.7796,0.6589
KN241290 (5)_SESSIONE091225,19,15,0.78,0.5735,0.5993
KN241290 (5)_SESSIONE091225,20,3,2.209,2.0167,1.0177
KN241290 (5)_SESSIONE091225,23,3,0.6705,0.5369,0.2742
KN241290 (5)_SESSIONE091225,24,2,3.0026,3.0026,3.0026
KN241290 (5)_SESSIONE091225,25,3,1.2744,1.2602,0.6309
KN241290 (5)_SESSIONE091225,26,2,2.8405,2.8405,2.8405
KN241290 (5)_SESSIONE091225,28,2,2.4311,2.4311,2.4311
KN241290 (5)_SESSIONE091225,34,2,1.3082,1.3082,1.3082
KN241290 (5)_SESSIONE091225,35,3,1.5464,1.2802,0.6549
KN241290 (5)_SESSIONE091225,36,9,1.022,0.1359,0.28
KN241290 (5)_SESSIONE091225,37,9,1.1637,1.0968,0.9943
KN241290 (5)_SESSIONE091225,38,4,0.3364,0.1152,0.1315
KN241290 (5)_SESSIONE091225,40,2,2.4622,2.4622,2.4622
KN241290 (5)_SESSIONE091225,41,3,0.6646,0.1664,0.1202
KN241290 (5)_SESSIONE091225,43,4,0.3573,0.03,0.097
KN241290 (5)_SESSIONE091225,45,2,3.1195,3.1195,3.1195
KN241290 (5)_SESSIONE091225,46,10,0.3811,0.1767,0.2028
KN241290 (5)_SESSIONE091225,48,4,0.5579,0.15,0.1466
KN241290 (5)_SESSIONE091225,49,9,1.1338,0.2441,0.522
KN241290 (5)_SESSIONE091225,50,2,0.208,0.208,0.208
KN241290 (5)_SESSIONE091225,53,8,1.0201,0.3086,0.2565
KN241290 (5)_SESSIONE091225,55,8,0.4623,0.0303,0.1829
KN241290 (5)_SESSIONE091225,56,8,1.4783,0.9072,0.8757
KN241290 (5)_SESSIONE091225,58,5,1.1108,0.863,0.5545
KN241290 (5)_SESSIONE091225,59,3,0.8556,0.3636,0.1821
KN241290 (5)_SESSIONE091225,60,2,0.5269,0.5269,0.5269
KN241290 (5)_SESSIONE091225,61,3,1.7555,1.7315,0.8671
KN241290 (5)_SESSIONE091225,62,3,2.7178,2.7167,1.3584
KN241290 (5)_SESSIONE091225,67,2,0.3905,0.3905,0.3905
KN241290 (5)_SESSIONE091225,69,2,0.9001,0.9001,0.9001
KN241290 (5)_SESSIONE091225,70,4,1.7371,1.6584,1.0837
KN241290 (5)_SESSIONE091225,71,4,0.7733,0.7629,0.4751
KN241290 (5)_SESSIONE091225,73,2,0.7537,0.7537,0.7537
KN241290 (5)_SESSIONE091225,74,2,1.1853,1.1853,1.1853
KN241290 (5)_SESSIONE091225,76,4,1.2572,1.1524,0.8999
KN241290 (5)_SESSIONE091225,78,3,1.6337,1.633,0.8165
KN241290 (5)_SESSIONE091225,79,3,2.8187,2.817,1.4086
KN241290 (5)_SESSIONE091225,81,3,1.4035,1.4031,0.7016
KN241290 (5)_SESSIONE091225,82,3,1.9382,1.8918,0.9485
KN241290 (5)_SESSIONE091225,83,3,1.3953,0.6386,0.3791
KN241290 (5)_SESSIONE091225,84,2,2.6035,2.6035,2.6035
FP050379_SESSIONE 150925,7,3,2.5499,1.4807,0.809
FP050379_SESSIONE 150925,10,4,2.2418,0.9804,0.6471
FP050379_SESSIONE 150925,16,2,1.2453,1.2453,1.2453
FP050379_SESSIONE 150925,19,2,0.9468,0.9468,0.9468
FP050379_SESSIONE 150925,20,2,2.1582,2.1582,2.1582
FP050379_SESSIONE 150925,21,3,1.3115,1.1455,0.5789
FP050379_SESSIONE 150925,23,3,1.7777,1.0846,0.5714
FP050379_SESSIONE 150925,25,2,2.3097,2.3097,2.3097
FP050379_SESSIONE 150925,28,4,1.8488,0.94,0.6333
FP050379_SESSIONE 150925,31,2,0.9815,0.9815,0.9815
FP050379_SESSIONE 150925,35,2,0.9537,0.9537,0.9537
FP050379_SESSIONE 150925,37,3,2.3786,1.9099,0.9824
FP050379_SESSIONE 150925,40,2,2.3431,2.3431,2.3431
FP050379_SESSIONE 150925,43,2,2.24,2.24,2.24
FP050379_SESSIONE 150925,44,2,1.0785,1.0785,1.0785
FP050379_SESSIONE 150925,46,2,1.6348,1.6348,1.6348
FP050379_SESSIONE 150925,51,2,1.868,1.868,1.868
FP050379_SESSIONE 150925,52,2,0.5647,0.5647,0.5647
FP050379_SESSIONE 150925,53,2,1.2482,1.2482,1.2482
DM180289_SESSIONE 260925,5,2,0.7424,0.7424,0.7424
DM180289_SESSIONE 260925,6,4,2.0567,0.4449,0.5013
DM180289_SESSIONE 260925,7,3,2.4077,0.5601,0.4421
DM180289_SESSIONE 260925,9,3,2.0766,1.6872,0.8485
DM180289_SESSIONE 260925,10,3,1.7483,1.3413,0.6953
DM180289_SESSIONE 260925,11,2,0.9779,0.9779,0.9779
DM180289_SESSIONE 260925,12,3,2.856,2.7817,1.395
DM180289_SESSIONE 260925,14,2,1.4318,1.4318,1.4318
DM180289_SESSIONE 260925,16,2,0.5369,0.5369,0.5369
DM180289_SESSIONE 260925,17,4,1.5197,0.3477,0.4457
DM180289_SESSIONE 260925,19,3,1.2181,1.2131,0.6068
DM180289_SESSIONE 260925,22,3,1.9658,1.9651,0.9826
DM180289_SESSIONE 260925,24,2,0.8454,0.8454,0.8454
DM180289_SESSIONE 260925,25,2,1.4353,1.4353,1.4353
DM180289_SESSIONE 260925,28,3,2.6619,0.6917,0.5442
DM180289_SESSIONE 260925,29,2,1.9224,1.9224,1.9224
DM180289_SESSIONE 260925,31,2,0.6375,0.6375,0.6375
DM180289_SESSIONE 260925,34,2,0.7279,0.7279,0.7279
DM180289_SESSIONE 260925,35,3,2.0181,1.493,0.771
DM180289_SESSIONE 260925,38,2,1.423,1.423,1.423
DM180289_SESSIONE 260925,40,2,1.0992,1.0992,1.0992
DM180289_SESSIONE 260925,41,2,1.5377,1.5377,1.5377
DM180289_SESSIONE 260925,43,2,3.8544,3.8544,3.8544
DM180289_SESSIONE 260925,44,2,2.3359,2.3359,2.3359
DM040794_SESSIONE 220925,4,2,2.4093,2.4093,2.4093
DM040794_SESSIONE 220925,5,2,1.4354,1.4354,1.4354
DM040794_SESSIONE 220925,6,2,2.5213,2.5213,2.5213
DL270684_SESSIONE180925,0,2,0.927,0.927,0.927
DL270684_SESSIONE180925,4,3,1.7467,0.8551,0.4956
DL270684_SESSIONE180925,6,2,1.5663,1.5663,1.5663
DL270684_SESSIONE180925,7,4,1.3845,0.5056,0.6115
DL270684_SESSIONE180925,11,5,1.3418,0.8652,0.4983
DL270684_SESSIONE180925,12,3,2.0115,0.9844,0.5499
DL270684_SESSIONE180925,13,3,1.5607,0.5647,0.358
DL270684_SESSIONE180925,16,2,1.5324,1.5324,1.5324
DL270684_SESSIONE180925,17,5,2.0097,1.1438,1.1334
DL270684_SESSIONE180925,18,2,2.9151,2.9151,2.9151
DL270684_SESSIONE180925,20,3,0.6264,0.4809,0.2486
DL270684_SESSIONE180925,21,5,1.112,0.4524,0.4513
DL270684_SESSIONE180925,22,2,0.7234,0.7234,0.7234
DL270684_SESSIONE180925,23,3,1.7978,1.3132,0.6814
DL270684_SESSIONE180925,30,2,0.4958,0.4958,0.4958
DL270684_SESSIONE180925,32,2,1.0277,1.0277,1.0277
DL270684_SESSIONE180925,37,2,0.8715,0.8715,0.8715
DL270684_SESSIONE180925,38,4,1.7187,0.785,0.688
DL270684_SESSIONE180925,40,5,1.5086,0.8595,0.5036
DL270684_SESSIONE180925,41,3,1.501,0.5647,0.3257
DL270684_SESSIONE180925,44,2,1.7827,1.7827,1.7827
DL270684_SESSIONE180925,45,2,1.066,1.066,1.066
DL270684_SESSIONE180925,46,3,1.3764,0.4879,0.2799
DL270684_SESSIONE180925,48,2,1.591,1.591,1.591
DL270684_SESSIONE180925,49,2,0.5234,0.5234,0.5234
DL270684_SESSIONE180925,50,5,0.9219,0.5594,0.5647
DL270684_SESSIONE180925,51,2,1.3101,1.3101,1.3101
DL270684_SESSIONE180925,53,3,1.0436,0.9078,0.4564
DL270684_SESSIONE180925,54,2,1.3831,1.3831,1.3831
DL270684_SESSIONE180925,56,2,0.8125,0.8125,0.8125
DL270684_SESSIONE180925,57,2,1.0854,1.0854,1.0854
DL270684_SESSIONE180925,59,4,1.7059,1.118,0.708
DL270684_SESSIONE180925,60,2,2.0264,2.0264,2.0264
DL270684_SESSIONE180925,63,3,2.0089,1.9392,0.9735
DL270684_SESSIONE180925,64,3,0.6207,0.1875,0.131
DL270684_SESSIONE180925,65,2,1.5456,1.5456,1.5456
DL270684_SESSIONE180925,66,4,1.4993,0.3835,0.4695
DL270684_SESSIONE180925,68,2,1.5133,1.5133,1.5133
DL270684_SESSIONE180925,70,2,1.5606,1.5606,1.5606
DL270684_SESSIONE180925,76,3,1.0583,1.0114,0.5082
DL270684_SESSIONE180925,78,2,0.7946,0.7946,0.7946
DL270684_SESSIONE180925,79,2,0.7731,0.7731,0.7731
DL270684_SESSIONE180925,82,3,1.5849,1.582,0.7912
DL270684_SESSIONE180925,83,3,1.0829,0.8878,0.4547
DL270684_SESSIONE180925,85,3,1.1933,0.7823,0.4144
DL270684_SESSIONE180925,86,3,1.1503,1.1502,0.5751
DL270684_SESSIONE180925,87,3,1.7115,1.2679,0.6621
DL270684_SESSIONE180925,88,2,1.74,1.74,1.74
DL270684_SESSIONE180925,89,3,1.2902,1.2746,0.638
DL270684_SESSIONE180925,90,3,1.8781,1.7352,0.8752
DL270684_SESSIONE180925,91,3,2.0119,0.8379,0.4477
DL270684_SESSIONE180925,97,2,0.3505,0.3505,0.3505
DL270684_SESSIONE180925,98,3,1.7777,1.7669,0.8841
DL270684_SESSIONE180925,103,3,0.801,0.1636,0.1528
DL270684_SESSIONE180925,105,3,1.1937,1.1907,0.5955
DL270684_SESSIONE180925,109,3,1.137,1.1131,0.5579
DL270684_SESSIONE180925,110,3,1.3964,1.3936,0.6969
DL270684_SESSIONE180925,112,2,0.898,0.898,0.898
DL270684_SESSIONE180925,114,2,1.4329,1.4329,1.4329
DL270684_SESSIONE180925,115,2,1.1385,1.1385,1.1385
DL270684_SESSIONE180925,117,2,1.3098,1.3098,1.3098
DL270684_SESSIONE180925,118,2,0.7997,0.7997,0.7997
DL270684_SESSIONE180925,120,2,0.9925,0.9925,0.9925
DL270684_SESSIONE180925,124,2,0.2851,0.2851,0.2851
DL270684_SESSIONE180925,127,2,1.6525,1.6525,1.6525
DL270684_SESSIONE180925,129,2,2.2455,2.2455,2.2455
DL270684_SESSIONE180925,131,2,0.4138,0.4138,0.4138
DL270684_SESSIONE180925,135,2,0.9839,0.9839,0.9839
DL270684_SESSIONE180925,137,2,2.3555,2.3555,2.3555
DL270684_SESSIONE180925,139,2,1.5847,1.5847,1.5847
DL270684_SESSIONE180925,140,2,1.0512,1.0512,1.0512
DL270684_SESSIONE180925,141,2,1.825,1.825,1.825
DL270684_SESSIONE180925,142,2,1.6449,1.6449,1.6449
DL270684_SESSIONE180925,143,2,0.95,0.95,0.95
DG121196_SESSIONE 240925,0,5,1.4191,0.783,0.7777
DG121196_SESSIONE 240925,1,3,1.6097,0.5614,0.3676
DG121196_SESSIONE 240925,2,4,0.9034,0.5256,0.3332
DG121196_SESSIONE 240925,3,2,2.0134,2.0134,2.0134
DG121196_SESSIONE 240925,4,2,1.135,1.135,1.135
DG121196_SESSIONE 240925,5,2,0.9906,0.9906,0.9906
DG121196_SESSIONE 240925,6,3,0.9877,0.8424,0.4257
DG121196_SESSIONE 240925,8,5,1.9254,0.8563,0.8862
DG121196_SESSIONE 240925,9,2,1.3353,1.3353,1.3353
DG121196_SESSIONE 240925,10,2,1.5853,1.5853,1.5853
DG121196_SESSIONE 240925,12,2,0.6525,0.6525,0.6525
DG121196_SESSIONE 240925,13,2,0.875,0.875,0.875
DG121196_SESSIONE 240925,15,5,1.6833,0.3457,0.6006
DG121196_SESSIONE 240925,16,2,0.125,0.125,0.125
DG121196_SESSIONE 240925,18,5,1.3376,1.125,0.9975
DG121196_SESSIONE 240925,19,2,0.0901,0.0901,0.0901
DG121196_SESSIONE 240925,20,2,0.2565,0.2565,0.2565
DG121196_SESSIONE 240925,21,5,1.5918,0.1186,0.5828
DG121196_SESSIONE 240925,23,3,2.3985,2.3699,1.1863
DG121196_SESSIONE 240925,25,3,2.0844,2.0699,1.0356
DG121196_SESSIONE 240925,26,4,1.733,1.2906,0.6894
DG121196_SESSIONE 240925,27,5,1.3769,0.6346,0.5078
DG121196_SESSIONE 240925,28,4,0.9803,0.8476,0.5669
DG121196_SESSIONE 240925,30,3,1.681,1.2303,0.6441
DG121196_SESSIONE 240925,31,4,2.1798,1.0457,0.803
DG121196_SESSIONE 240925,35,2,2.0909,2.0909,2.0909
DG121196_SESSIONE 240925,38,2,1.1057,1.1057,1.1057
DG121196_SESSIONE 240925,39,4,2.258,0.7454,0.5642
DG121196_SESSIONE 240925,40,2,0.9779,0.9779,0.9779
DG121196_SESSIONE 240925,41,4,1.6328,1.4411,0.9916
DG121196_SESSIONE 240925,42,2,0.9586,0.9586,0.9586
DG121196_SESSIONE 240925,43,3,1.3333,1.287,0.646
DG121196_SESSIONE 240925,45,3,1.0041,0.5513,0.3055
DG121196_SESSIONE 240925,48,4,1.0575,0.3379,0.4283
DG121196_SESSIONE 240925,50,4,1.1539,0.7864,0.5593
DG121196_SESSIONE 240925,53,2,1.0689,1.0689,1.0689
DG121196_SESSIONE 240925,57,4,1.671,1.6695,0.9403
DG121196_SESSIONE 240925,62,3,1.4548,1.0684,0.5496
DG121196_SESSIONE 240925,64,4,1.0755,0.4981,0.3364
DG121196_SESSIONE 240925,67,4,0.6695,0.2,0.1724
DG121196_SESSIONE 240925,70,4,1.0866,0.6402,0.3645
DG121196_SESSIONE 240925,71,4,1.1572,0.9699,0.7758
DG121196_SESSIONE 240925,72,4,1.7009,0.6305,0.5284
DG121196_SESSIONE 240925,73,4,0.7347,0.5805,0.4231
DG121196_SESSIONE 240925,74,3,1.209,1.0495,0.531
DG121196_SESSIONE 240925,75,2,2.579,2.579,2.579
DG121196_SESSIONE 240925,77,2,0.9566,0.9566,0.9566
DG121196_SESSIONE 240925,78,3,1.8764,1.4983,0.7689
DG121196_SESSIONE 240925,79,3,1.3853,0.2258,0.2309
DG121196_SESSIONE 240925,81,2,1.9658,1.9658,1.9658
DG121196_SESSIONE 240925,83,3,1.2629,1.1522,0.579
DG121196_SESSIONE 240925,84,2,0.8948,0.8948,0.8948
DG121196_SESSIONE 240925,85,2,1.0901,1.0901,1.0901
DG121196_SESSIONE 240925,89,3,1.1456,1.1455,0.5727
DG121196_SESSIONE 240925,91,3,1.0514,1.0343,0.5181
DG121196_SESSIONE 240925,92,3,1.9225,1.286,0.6741
DG121196_SESSIONE 240925,93,2,0.9618,0.9618,0.9618
DG121196_SESSIONE 240925,94,2,1.3005,1.3005,1.3005
DG121196_SESSIONE 240925,95,2,1.4797,1.4797,1.4797
DG121196_SESSIONE 240925,96,2,1.9457,1.9457,1.9457
DG121196_SESSIONE 240925,99,2,2.1037,2.1037,2.1037
DG121196_SESSIONE 240925,103,2,2.5052,2.5052,2.5052
DG121196_SESSIONE 240925,105,2,0.5303,0.5303,0.5303
DG121196_SESSIONE 240925,108,2,1.5892,1.5892,1.5892
DG121196_SESSIONE 240925,109,2,0.2565,0.2565,0.2565
DG121196_SESSIONE 240925,110,2,0.3769,0.3769,0.3769
DG121196_SESSIONE 240925,111,2,2.4005,2.4005,2.4005
AL280997 (1)_SESSIONE 021025,0,7,0.5965,0.2652,0.2968
AL280997 (1)_SESSIONE 021025,1,6,0.2461,0.1951,0.1285
AL280997 (1)_SESSIONE 021025,2,32,0.5909,0.1709,0.2625
AL280997 (1)_SESSIONE 021025,3,13,0.7751,0.508,0.4582
AL280997 (1)_SESSIONE 021025,4,15,0.5861,0.0894,0.1996
AL280997 (1)_SESSIONE 021025,5,27,0.7263,0.424,0.4422
AL280997 (1)_SESSIONE 021025,6,34,0.922,0.0552,0.3386
AL280997 (1)_SESSIONE 021025,7,5,0.8228,0.1431,0.2922
AL280997 (1)_SESSIONE 021025,9,2,0.9763,0.9763,0.9763
AL280997 (1)_SESSIONE 021025,10,2,0.7867,0.7867,0.7867
AL280997 (1)_SESSIONE 021025,12,2,0.6286,0.6286,0.6286
AL280997 (1)_SESSIONE 021025,13,42,0.615,0.243,0.3323
AL280997 (1)_SESSIONE 021025,15,7,0.5395,0.45,0.3808
AL280997 (1)_SESSIONE 021025,16,17,0.5154,0.1535,0.2887
AL280997 (1)_SESSIONE 021025,18,3,0.414,0.2019,0.1011
AL280997 (1)_SESSIONE 021025,19,2,0.5303,0.5303,0.5303
AL280997 (1)_SESSIONE 021025,20,10,0.2492,0.0702,0.1222
AL280997 (1)_SESSIONE 021025,21,13,0.2013,0.0583,0.1119
AL280997 (1)_SESSIONE 021025,22,5,0.3093,0.2396,0.1833
AL280997 (1)_SESSIONE 021025,23,43,0.2981,0.1436,0.1755
AL280997 (1)_SESSIONE 021025,24,2,0.2035,0.2035,0.2035
AL280997 (1)_SESSIONE 021025,25,3,0.4276,0.1425,0.0942
AL280997 (1)_SESSIONE 021025,26,3,0.0909,0.0753,0.0385
AL280997 (1)_SESSIONE 021025,28,2,0.7046,0.7046,0.7046
AL280997 (1)_SESSIONE 021025,29,3,0.9375,0.2392,0.1583
AL280997 (1)_SESSIONE 021025,30,19,0.3499,0.1788,0.212
AL280997 (1)_SESSIONE 021025,31,5,0.8681,0.4171,0.419
AL280997 (1)_SESSIONE 021025,32,6,0.4689,0.4324,0.3492
AL280997 (1)_SESSIONE 021025,35,3,0.6432,0.6406,0.3204
AL280997 (1)_SESSIONE 021025,36,14,0.3688,0.1673,0.1477
AL280997 (1)_SESSIONE 021025,38,2,0.4881,0.4881,0.4881
AL280997 (1)_SESSIONE 021025,39,5,0.416,0.1884,0.175
AL280997 (1)_SESSIONE 021025,40,32,0.7896,0.271,0.4149
AL280997 (1)_SESSIONE 021025,43,3,0.2961,0.2809,0.1411
AL280997 (1)_SESSIONE 021025,44,22,0.5956,0.4006,0.4011
AL280997 (1)_SESSIONE 021025,47,2,0.8519,0.8519,0.8519
AL280997 (1)_SESSIONE 021025,48,38,0.779,0.3283,0.427
AL280997 (1)_SESSIONE 021025,49,10,1.61,1.0271,1.1401
AL280997 (1)_SESSIONE 021025,52,2,0.2704,0.2704,0.2704
AL280997 (1)_SESSIONE 021025,53,3,0.888,0.7591,0.3832
AL280997 (1)_SESSIONE 021025,54,4,0.392,0.3018,0.1647
AL280997 (1)_SESSIONE 021025,56,21,0.3637,0.0968,0.1524
AL280997 (1)_SESSIONE 021025,57,2,2.9108,2.9108,2.9108
AL280997 (1)_SESSIONE 021025,61,9,0.3954,0.182,0.1507
AL280997 (1)_SESSIONE 021025,62,4,0.4577,0.1781,0.1795
AL280997 (1)_SESSIONE 021025,63,2,0.7603,0.7603,0.7603
AL280997 (1)_SESSIONE 021025,64,2,0.3923,0.3923,0.3923
AL280997 (1)_SESSIONE 021025,65,3,0.715,0.697,0.3487
AL280997 (1)_SESSIONE 021025,66,5,1.1242,0.1512,0.3137
AL280997 (1)_SESSIONE 021025,67,33,0.8397,0.1478,0.2988
AL280997 (1)_SESSIONE 021025,68,5,1.0497,0.6233,0.6685
AL280997 (1)_SESSIONE 021025,70,2,0.1521,0.1521,0.1521
AL280997 (1)_SESSIONE 021025,77,2,0.6058,0.6058,0.6058
AL280997 (1)_SESSIONE 021025,78,2,0.465,0.465,0.465
AL280997 (1)_SESSIONE 021025,79,2,0.8453,0.8453,0.8453
AL280997 (1)_SESSIONE 021025,81,5,0.4015,0.2217,0.1649
AL280997 (1)_SESSIONE 021025,82,14,0.4462,0.1728,0.235
AL280997 (1)_SESSIONE 021025,83,2,0.1682,0.1682,0.1682
AL280997 (1)_SESSIONE 021025,85,2,0.6452,0.6452,0.6452
AL280997 (1)_SESSIONE 021025,86,4,0.3552,0.1768,0.0768
AL280997 (1)_SESSIONE 021025,88,3,0.9492,0.9302,0.4659
AL280997 (1)_SESSIONE 021025,89,29,0.7037,0.2036,0.3256
AL280997 (1)_SESSIONE 021025,90,2,1.0177,1.0177,1.0177
AL280997 (1)_SESSIONE 021025,91,16,1.1169,0.8212,0.8307
AL280997 (1)_SESSIONE 021025,92,2,0.2776,0.2776,0.2776
AL280997 (1)_SESSIONE 021025,93,2,0.7159,0.7159,0.7159
AL280997 (1)_SESSIONE 021025,94,2,0.7662,0.7662,0.7662
AL280997 (1)_SESSIONE 021025,95,2,0.5369,0.5369,0.5369
AL280997 (1)_SESSIONE 021025,96,29,0.2083,0.0188,0.0675
AL280997 (1)_SESSIONE 021025,97,5,0.5705,0.4364,0.3536
AL280997 (1)_SESSIONE 021025,98,2,0.975,0.975,0.975
AL280997 (1)_SESSIONE 021025,99,19,0.39,0.2127,0.2198
AL280997 (1)_SESSIONE 021025,100,27,0.734,0.0742,0.5269
AL280997 (1)_SESSIONE 021025,101,19,0.6215,0.0765,0.3078
AL280997 (1)_SESSIONE 021025,103,2,1.1385,1.1385,1.1385
AL280997 (1)_SESSIONE 021025,104,2,0.4645,0.4645,0.4645
AL280997 (1)_SESSIONE 021025,105,2,0.7504,0.7504,0.7504
AL280997 (1)_SESSIONE 021025,106,4,1.0248,0.8489,0.7833
AL280997 (1)_SESSIONE 021025,107,2,0.3384,0.3384,0.3384
AL280997 (1)_SESSIONE 021025,109,6,1.2803,0.695,0.7478
AL280997 (1)_SESSIONE 021025,113,7,0.6124,0.2385,0.2103
AL280997 (1)_SESSIONE 021025,114,2,0.3693,0.3693,0.3693
AL280997 (1)_SESSIONE 021025,118,3,1.1832,0.2516,0.2
AL280997 (1)_SESSIONE 021025,119,4,0.2193,0.0751,0.1032
AL280997 (1)_SESSIONE 021025,120,10,0.515,0.2427,0.2988
AL280997 (1)_SESSIONE 021025,121,4,0.5146,0.3419,0.288
AL280997 (1)_SESSIONE 021025,124,2,0.9169,0.9169,0.9169
AL280997 (1)_SESSIONE 021025,129,2,0.5031,0.5031,0.5031
AL280997 (1)_SESSIONE 021025,130,2,0.2,0.2,0.2
AL280997 (1)_SESSIONE 021025,131,2,0.3354,0.3354,0.3354
AL280997 (1)_SESSIONE 021025,132,4,0.4038,0.3467,0.3036
AL280997 (1)_SESSIONE 021025,133,4,1.4965,1.2241,0.8414
AL280997 (1)_SESSIONE 021025,134,3,0.9385,0.685,0.3569
AL280997 (1)_SESSIONE 021025,135,23,0.7972,0.3225,0.46
AL280997 (1)_SESSIONE 021025,136,23,0.9714,0.3484,0.4716
AL280997 (1)_SESSIONE 021025,137,8,0.57,0.1933,0.2678
AL280997 (1)_SESSIONE 021025,141,3,0.4154,0.1147,0.0869
AL280997 (1)_SESSIONE 021025,146,2,0.2574,0.2574,0.2574
AL280997 (1)_SESSIONE 021025,147,2,0.3553,0.3553,0.3553
AL280997 (1)_SESSIONE 021025,149,4,0.9876,0.6906,0.5634
AL280997 (1)_SESSIONE 021025,152,12,0.6547,0.0767,0.2335
AL280997 (1)_SESSIONE 021025,161,2,0.8079,0.8079,0.8079
AL280997 (1)_SESSIONE 021025,164,2,0.831,0.831,0.831
AL280997 (1)_SESSIONE 021025,165,19,0.843,0.3089,0.429
AL280997 (1)_SESSIONE 021025,166,2,0.4138,0.4138,0.4138
AL280997 (1)_SESSIONE 021025,170,2,1.0991,1.0991,1.0991
AL280997 (1)_SESSIONE 021025,173,18,0.299,0.1571,0.149
AL280997 (1)_SESSIONE 021025,174,3,0.6452,0.3457,0.1859
AL280997 (1)_SESSIONE 021025,176,2,1.5772,1.5772,1.5772
AL280997 (1)_SESSIONE 021025,178,6,1.4858,1.47,1.3159
AL280997 (1)_SESSIONE 021025,181,17,0.4568,0.1429,0.1967
AL280997 (1)_SESSIONE 021025,182,5,1.4487,1.2258,1.1697
AL280997 (1)_SESSIONE 021025,183,2,0.2372,0.2372,0.2372
AL280997 (1)_SESSIONE 021025,184,3,0.5047,0.4056,0.206
AL280997 (1)_SESSIONE 021025,186,4,0.2479,0.1173,0.1238
AL280997 (1)_SESSIONE 021025,188,4,0.246,0.0821,0.0637
AL280997 (1)_SESSIONE 021025,192,7,1.047,0.8316,0.7445
AL280997 (1)_SESSIONE 021025,195,4,1.4237,0.697,0.72
AL280997 (1)_SESSIONE 021025,196,8,0.8183,0.7486,0.7579
AL280997 (1)_SESSIONE 021025,199,3,0.3152,0.3131,0.1566
AL280997 (1)_SESSIONE 021025,202,14,0.3998,0.2785,0.2558
AL280997 (1)_SESSIONE 021025,204,5,0.6313,0.238,0.1931
AL280997 (1)_SESSIONE 021025,205,13,0.587,0.2777,0.3616
AL280997 (1)_SESSIONE 021025,206,13,1.2087,0.2313,0.4358
AL280997 (1)_SESSIONE 021025,208,13,0.2535,0.088,0.1229
AL280997 (1)_SESSIONE 021025,209,13,0.3922,0.2949,0.3148
AL280997 (1)_SESSIONE 021025,210,4,0.428,0.3776,0.2901
AL280997 (1)_SESSIONE 021025,211,3,0.2938,0.293,0.1465
AL280997 (1)_SESSIONE 021025,212,6,0.4233,0.1477,0.1669
AL280997 (1)_SESSIONE 021025,216,2,0.3923,0.3923,0.3923
AL280997 (1)_SESSIONE 021025,217,2,0.2019,0.2019,0.2019
AL280997 (1)_SESSIONE 021025,218,4,1.0987,0.2795,0.4181
AL280997 (1)_SESSIONE 021025,222,10,0.5143,0.4304,0.341
AL280997 (1)_SESSIONE 021025,225,9,0.6749,0.3397,0.3468
AL280997 (1)_SESSIONE 021025,226,2,0.8112,0.8112,0.8112
AL280997 (1)_SESSIONE 021025,228,2,0.8629,0.8629,0.8629
AL280997 (1)_SESSIONE 021025,229,9,1.2859,1.1948,1.074
AL280997 (1)_SESSIONE 021025,232,9,0.5307,0.4309,0.4031
AL280997 (1)_SESSIONE 021025,233,8,0.5326,0.1523,0.2063
AL280997 (1)_SESSIONE 021025,235,2,0.6875,0.6875,0.6875
